id,strand,fiveseen,polyAseen,threeseen,fiveend,polyAend,threeend,primer,chimera
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/123572/1348_60_CCS,-,1,1,1,30,1318,1349,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/123604/1146_61_CCS,-,1,1,1,31,1116,1148,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/123663/31_916_CCS,+,1,1,1,31,916,947,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/123779/31_1391_CCS,+,1,1,1,31,1391,1418,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/123807/1395_58_CCS,-,1,1,1,30,1367,1396,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/123868/30_914_CCS,+,1,1,1,30,914,944,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/123917/1149_68_CCS,-,1,1,1,31,1112,1151,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/123968/1640_61_CCS,-,1,1,1,30,1609,1641,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/123979/31_1116_CCS,+,1,1,1,31,1116,1149,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/124025/31_1116_CCS,+,1,1,1,31,1116,1155,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/124067/31_1111_CCS,+,1,1,1,31,1111,1138,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/124091/31_1338_CCS,+,1,1,1,31,1338,1369,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/124228/30_1318_CCS,+,1,1,1,30,1318,1344,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/124377/31_914_CCS,+,1,1,1,31,914,950,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/124392/31_1461_CCS,+,1,1,1,31,1461,1493,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/124472/31_1110_CCS,+,1,1,1,31,1110,1139,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/124578/31_1108_CCS,+,1,1,1,31,1108,1140,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/124700/30_1522_CCS,+,1,1,1,30,1522,1553,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/124776/31_1104_CCS,+,1,1,1,31,1104,1136,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/124786/31_1110_CCS,+,1,1,1,31,1110,1133,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/124806/941_58_CCS,-,1,1,1,31,914,943,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/124854/1298_57_CCS,-,1,1,1,31,1272,1300,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/124894/1495_62_CCS,-,1,1,1,31,1464,1497,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/124979/31_1381_CCS,+,1,1,1,31,1381,1413,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/125016/1038_66_CCS,-,1,1,1,31,1003,1040,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/125021/30_1060_CCS,+,1,1,1,30,1060,1090,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/125040/1489_57_CCS,-,1,1,1,31,1463,1491,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/125105/1146_63_CCS,-,1,1,1,31,1114,1148,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/125183/32_927_CCS,+,1,1,1,32,927,988,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/125196/31_916_CCS,+,1,1,1,31,916,948,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/125211/32_983_CCS,+,1,1,1,32,983,1011,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/125253/31_1465_CCS,+,1,1,1,31,1465,1500,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/125257/31_1462_CCS,+,1,1,1,31,1462,1489,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/125319/31_1377_CCS,+,1,1,1,31,1377,1400,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/125439/31_1365_CCS,+,1,1,1,31,1365,1404,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/125478/31_1339_CCS,+,1,1,1,31,1339,1373,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/125553/31_979_CCS,+,1,1,1,31,979,1184,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/125623/1368_59_CCS,-,1,1,1,31,1340,1370,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/125638/30_923_CCS,+,1,1,1,30,923,998,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/125682/31_1116_CCS,+,1,1,1,31,1116,1151,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/125734/1176_60_CCS,-,1,1,1,32,1148,1176,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/125784/31_982_CCS,+,1,1,1,31,982,1012,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/125945/945_62_CCS,-,1,1,1,31,914,947,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/125971/31_1281_CCS,+,1,1,1,31,1281,1311,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/126108/1350_55_CCS,-,1,1,1,31,1326,1352,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/126161/31_1115_CCS,+,1,1,1,31,1115,1149,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/126254/31_1119_CCS,+,1,1,1,31,1119,1154,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/126291/30_1319_CCS,+,1,1,1,30,1319,1351,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/126327/1031_61_CCS,-,1,1,1,31,1001,1033,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/126329/31_961_CCS,+,1,1,1,31,961,993,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/126507/1138_57_CCS,-,1,1,1,31,1112,1140,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/126520/1616_58_CCS,-,1,1,1,31,1589,1618,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/126596/1364_58_CCS,-,1,1,1,31,1337,1366,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/126638/957_64_CCS,-,1,1,1,30,923,958,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/126714/1044_73_CCS,-,1,1,1,31,1002,1046,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/126719/1486_57_CCS,-,1,1,1,30,1459,1487,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/126735/31_1590_CCS,+,1,1,1,31,1590,1619,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/126760/31_1117_CCS,+,1,1,1,31,1117,1144,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/126904/998_59_CCS,-,1,1,1,31,970,1000,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/126955/30_893_CCS,+,1,1,1,30,893,924,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/126959/31_972_CCS,+,1,1,1,31,972,1020,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/126978/1004_62_CCS,-,1,1,1,31,973,1006,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/127061/30_1444_CCS,+,1,1,1,30,1444,1473,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/127082/1064_58_CCS,-,1,1,1,30,1036,1065,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/127104/1014_71_CCS,-,1,1,1,31,974,1016,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/127128/943_53_CCS,-,1,1,1,30,920,944,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/127223/30_1313_CCS,+,1,1,1,30,1313,1344,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/127241/30_918_CCS,+,1,1,1,30,918,949,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/127292/1342_54_CCS,-,1,1,1,30,1318,1343,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/127314/1617_58_CCS,-,1,1,1,31,1590,1619,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/127348/29_1182_CCS,+,1,1,1,29,1182,1207,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/127422/31_914_CCS,+,1,1,1,31,914,972,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/127596/31_1111_CCS,+,1,1,1,31,1111,1142,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/127623/30_1062_CCS,+,1,1,1,30,1062,1095,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/127718/1216_57_CCS,-,1,1,1,30,1189,1217,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/127924/31_1164_CCS,+,1,1,1,31,1164,1189,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/127951/1144_59_CCS,-,1,1,1,32,1117,1146,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/127972/31_971_CCS,+,1,1,1,31,971,1004,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/128055/31_1111_CCS,+,1,1,1,31,1111,1139,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/128231/31_1111_CCS,+,1,1,1,31,1111,1153,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/128262/26_959_CCS,+,1,1,1,26,959,986,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/128418/1014_57_CCS,-,1,1,1,30,987,1015,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/128443/1138_57_CCS,-,1,1,1,31,1112,1140,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/128638/30_1304_CCS,+,1,1,1,30,1304,1332,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/128695/31_1034_CCS,+,1,1,1,31,1034,1063,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/128942/30_1095_CCS,+,1,1,1,30,1095,1122,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/129021/31_1104_CCS,+,1,1,1,31,1104,1129,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/129031/1503_61_CCS,-,1,1,1,30,1472,1503,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/129135/1531_59_CCS,-,1,1,1,31,1503,1533,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/129182/30_1440_CCS,+,1,1,1,30,1440,1470,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/129385/29_985_CCS,+,1,1,1,29,985,1010,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/129603/1028_58_CCS,-,1,1,1,31,1001,1030,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/129662/31_1112_CCS,+,1,1,1,31,1112,1142,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/129705/1038_67_CCS,-,1,1,1,31,1002,1040,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/129713/31_992_CCS,+,1,1,1,31,992,1038,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/129797/1246_57_CCS,-,1,1,1,30,1219,1247,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/129839/36_1038_CCS,+,1,1,1,36,1038,1069,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/129842/31_979_CCS,+,1,1,1,31,979,1007,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/129884/30_1298_CCS,+,1,1,1,30,1298,1328,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/129955/1342_55_CCS,-,1,1,1,30,1317,1343,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/130069/1346_60_CCS,-,1,1,1,30,1316,1347,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/130090/1358_69_CCS,-,1,1,1,30,1319,1359,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/130118/1154_56_CCS,-,1,1,1,30,1128,1155,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/130119/1227_63_CCS,-,1,1,1,31,1195,1228,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/130120/1034_86_CCS,-,1,1,1,31,979,1036,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/130135/31_1118_CCS,+,1,1,1,31,1118,1149,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/130138/31_973_CCS,+,1,1,1,31,973,1010,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/130162/1003_56_CCS,-,1,1,1,31,978,1005,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/130198/1627_57_CCS,-,1,1,1,31,1601,1629,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/130225/940_56_CCS,-,1,1,1,31,915,942,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/130252/31_978_CCS,+,1,1,1,31,978,1005,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/130375/31_1002_CCS,+,1,1,1,31,1002,1030,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/130722/31_1034_CCS,+,1,1,1,31,1034,1067,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/130859/31_973_CCS,+,1,1,1,31,973,1006,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/130869/945_58_CCS,-,1,1,1,31,918,947,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/130971/1489_59_CCS,-,1,1,1,31,1461,1491,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/131002/1072_124_CCS,-,1,1,1,30,978,1073,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/131164/30_978_CCS,+,1,1,1,30,978,1024,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/131197/31_1340_CCS,+,1,1,1,31,1340,1370,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/131246/30_1390_CCS,+,1,1,1,30,1390,1418,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/131284/31_1328_CCS,+,1,1,1,31,1328,1359,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/131476/1408_56_CCS,-,1,1,1,31,1383,1410,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/131500/31_979_CCS,+,1,1,1,31,979,1062,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/131515/1436_56_CCS,-,1,1,1,30,1410,1437,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/131821/1138_58_CCS,-,1,1,1,31,1111,1140,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/131866/31_1112_CCS,+,1,1,1,31,1112,1144,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/131942/941_55_CCS,-,1,1,1,31,917,943,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/131991/1541_57_CCS,-,1,1,1,30,1514,1542,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/132011/30_1236_CCS,+,1,1,1,30,1236,1272,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/132035/29_1332_CCS,+,1,1,1,29,1332,1360,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/132103/31_1392_CCS,+,1,1,1,31,1392,1423,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/132125/30_1322_CCS,+,1,1,1,30,1322,1357,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/132344/1347_60_CCS,-,1,1,1,30,1317,1348,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/132347/1081_60_CCS,-,1,1,1,31,1052,1083,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/132387/31_1111_CCS,+,1,1,1,31,1111,1144,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/132414/1032_61_CCS,-,1,1,1,29,1000,1032,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/132435/1034_146_CCS,-,1,1,1,29,917,1034,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/132701/31_1326_CCS,+,1,1,1,31,1326,1351,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/132724/30_1001_CCS,+,1,1,1,30,1001,1034,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/132827/949_65_CCS,-,1,1,1,31,915,951,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/133154/30_1185_CCS,+,1,1,1,30,1185,1219,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/133189/1142_62_CCS,-,1,1,1,31,1111,1144,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/133208/1005_58_CCS,-,1,1,1,31,978,1007,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/133226/32_1338_CCS,+,1,1,1,32,1338,1368,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/133300/1347_54_CCS,-,1,1,1,31,1324,1349,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/133407/31_1180_CCS,+,1,1,1,31,1180,1208,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/133456/1157_62_CCS,-,1,1,1,32,1127,1159,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/133496/30_1001_CCS,+,1,1,1,30,1001,1031,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/133600/1028_58_CCS,-,1,1,1,31,1001,1030,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/133634/31_1110_CCS,+,1,1,1,31,1110,1138,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/133769/31_1112_CCS,+,1,1,1,31,1112,1153,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/133896/30_1104_CCS,+,1,1,1,30,1104,1134,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/133897/1366_54_CCS,-,1,1,1,30,1342,1367,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/134037/31_913_CCS,+,1,1,1,31,913,937,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/134114/30_1250_CCS,+,1,1,1,30,1250,1280,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/134211/31_1553_CCS,+,1,1,1,31,1553,1615,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/134236/31_1111_CCS,+,1,1,1,31,1111,1141,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/134345/1625_59_CCS,-,1,1,1,31,1597,1627,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/134397/31_1115_CCS,+,1,1,1,31,1115,1150,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/134428/30_1036_CCS,+,1,1,1,30,1036,1066,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/134467/995_48_CCS,-,1,1,1,31,978,1000,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/134514/1630_65_CCS,-,1,1,1,32,1597,1633,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/134630/30_1239_CCS,+,1,1,1,30,1239,1267,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/134653/31_1114_CCS,+,1,1,1,31,1114,1142,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/134659/851_62_CCS,-,1,1,1,31,820,853,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/134749/28_1098_CCS,+,1,1,1,28,1098,1146,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/134786/1003_58_CCS,-,1,1,1,31,976,1005,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/134811/946_60_CCS,-,1,1,1,31,917,948,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/134840/31_978_CCS,+,1,1,1,31,978,1007,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/134851/1321_58_CCS,-,1,1,1,31,1294,1324,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/134883/1354_59_CCS,-,1,1,1,30,1325,1355,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/134955/1485_54_CCS,-,1,1,1,31,1462,1487,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/135196/31_1001_CCS,+,1,1,1,31,1001,1028,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/135271/1142_57_CCS,-,1,1,1,31,1116,1144,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/135325/31_1590_CCS,+,1,1,1,31,1590,1621,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/135383/951_64_CCS,-,1,1,1,31,918,953,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/135449/30_1142_CCS,+,1,1,1,30,1142,1170,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/135613/1368_61_CCS,-,1,1,1,31,1338,1370,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/135730/1156_58_CCS,-,1,1,1,30,1128,1157,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/135739/31_1405_CCS,+,1,1,1,31,1405,1439,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/135759/31_1119_CCS,+,1,1,1,31,1119,1155,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/135792/31_1477_CCS,+,1,1,1,31,1477,1497,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/135874/31_1116_CCS,+,1,1,1,31,1116,1146,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/135920/1011_63_CCS,-,1,1,1,31,979,1013,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/135981/32_984_CCS,+,1,1,1,32,984,1013,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/136026/1025_77_CCS,-,1,1,1,31,979,1027,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/136027/1551_60_CCS,-,1,1,1,30,1521,1550,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/136177/993_56_CCS,-,1,1,1,32,969,996,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/136189/31_1178_CCS,+,1,1,1,31,1178,1208,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/136267/1197_60_CCS,-,1,1,1,30,1167,1198,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/136336/1143_60_CCS,-,1,1,1,31,1114,1145,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/136396/1007_59_CCS,-,1,1,1,31,979,1009,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/136407/22_910_CCS,+,1,1,1,22,910,934,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/136432/30_960_CCS,+,1,1,1,30,960,986,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/136634/31_1472_CCS,+,1,1,1,31,1472,1504,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/136732/30_1456_CCS,+,1,1,1,30,1456,1485,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/136783/31_1114_CCS,+,1,1,1,31,1114,1147,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/136860/31_977_CCS,+,1,1,1,31,977,1005,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/136874/30_999_CCS,+,1,1,1,30,999,1029,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/136887/31_1327_CCS,+,1,1,1,31,1327,1355,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/136892/31_1463_CCS,+,1,1,1,31,1463,1501,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/136907/31_1326_CCS,+,1,1,1,31,1326,1356,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/136929/30_1072_CCS,+,1,1,1,30,1072,1104,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/137008/1000_61_CCS,-,1,1,1,31,970,1002,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/137039/937_60_CCS,-,1,1,1,31,908,939,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/137053/31_1192_CCS,+,1,1,1,31,1192,1220,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/137144/31_1000_CCS,+,1,1,1,31,1000,1029,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/137185/31_1111_CCS,+,1,1,1,31,1111,1139,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/137272/30_1317_CCS,+,1,1,1,30,1317,1345,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/137366/942_59_CCS,-,1,1,1,31,914,944,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/137383/31_1113_CCS,+,1,1,1,31,1113,1146,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/137472/31_978_CCS,+,1,1,1,31,978,1001,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/137528/1136_56_CCS,-,1,1,1,29,1109,1136,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/137670/1139_59_CCS,-,1,1,1,31,1111,1141,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/137676/30_1319_CCS,+,1,1,1,30,1319,1360,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/137783/906_63_CCS,-,1,1,1,30,873,907,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/138218/1022_76_CCS,-,1,1,1,31,977,1024,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/138248/962_60_CCS,-,1,1,1,31,933,964,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/138288/30_1333_CCS,+,1,1,1,30,1333,1364,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/138356/1145_59_CCS,-,1,1,1,31,1117,1147,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/138434/2081_62_CCS,-,1,1,1,31,2050,2083,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/138523/31_1119_CCS,+,1,1,1,31,1119,1149,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/138534/31_1391_CCS,+,1,1,1,31,1391,1418,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/138556/31_973_CCS,+,1,1,1,31,973,1015,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/138586/31_1327_CCS,+,1,1,1,31,1327,1353,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/138592/1361_56_CCS,-,1,1,1,31,1336,1363,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/138751/31_977_CCS,+,1,1,1,31,977,1009,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/138886/32_1123_CCS,+,1,1,1,32,1123,1148,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/138972/1180_58_CCS,-,1,1,1,30,1152,1181,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/139015/31_1467_CCS,+,1,1,1,31,1467,1498,1,0
m160908_232211_42215_c101101372550000001823258404261740_s1_p0/139030/31_1429_CCS,+,1,1,1,31,1429,1463,1,0
